customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment,clv
13374.0,2010-10-21,4,93.2,410,2,2,2,Others,372.8
13375.0,2011-09-12,7,109.18,84,4,2,2,Others,764.26
13376.0,2011-09-01,7,212.45,95,3,2,3,Others,1487.1499999999999
13377.0,2010-11-08,22,471.40000000000003,392,2,3,4,At Risk,10370.800000000001
13379.0,2011-11-13,43,135.2,22,5,4,3,Loyal Customers,5813.599999999999
13381.0,2011-11-08,29,507.8,27,5,4,4,Champions,14726.2
13382.0,2011-03-04,10,153.0,276,2,3,3,At Risk,1530.0
13384.0,2011-10-25,27,476.81,41,4,4,4,Champions,12873.87
13385.0,2011-01-14,7,145.4,325,2,2,3,Others,1017.8000000000001
13387.0,2010-10-18,65,150.16,413,2,5,3,At Risk,9760.4
13388.0,2011-07-31,13,250.38,127,3,3,4,Loyal Customers,3254.94
13389.0,2011-11-28,10,150.6,7,5,3,3,Loyal Customers,1506.0
13393.0,2010-05-05,27,418.37,579,1,4,4,At Risk,11295.99
13394.0,2011-09-22,38,619.85,74,4,4,5,Champions,23554.3
13395.0,2011-06-07,13,163.42,181,3,3,3,Loyal Customers,2124.46
13396.0,2011-11-10,3,60.8,25,5,1,2,Others,182.39999999999998
13397.0,2010-09-28,3,76.5,433,1,1,2,Others,229.5
13398.0,2011-05-31,10,159.25,188,3,3,3,Loyal Customers,1592.5
13399.0,2010-07-08,2,25.5,515,1,1,1,Others,51.0
13400.0,2010-05-06,3,47.550000000000004,578,1,1,1,Others,142.65
13402.0,2010-12-02,14,231.15,368,2,3,3,At Risk,3236.1
13403.0,2010-11-17,1,25.5,383,2,1,1,Others,25.5
13405.0,2011-09-26,9,154.501,70,4,3,3,Loyal Customers,1390.509
13407.0,2010-02-16,3,38.46,657,1,1,1,Others,115.38
13408.0,2011-09-25,12,106.24199999999999,71,4,3,2,Loyal Customers,1274.904
13410.0,2010-09-21,2,35.8,440,1,1,1,Others,71.6
13411.0,2011-08-24,5,23.75,103,3,2,1,Others,118.75
13412.0,2010-03-29,19,220.75,616,1,3,3,At Risk,4194.25
13413.0,2010-03-10,33,80.98,635,1,4,2,At Risk,2672.34
13414.0,2010-09-02,4,71.4,459,1,2,2,Others,285.6
13415.0,2010-03-19,77,350.96000000000004,626,1,5,4,At Risk,27023.920000000002
13417.0,2011-05-18,4,60.68,201,3,2,2,Others,242.72
13418.0,2011-10-10,50,1015.1,56,4,4,5,Champions,50755.0
13421.0,2011-02-22,72,321.11,286,2,5,4,At Risk,23119.920000000002
13422.0,2011-10-06,8,169.29999999999998,60,4,2,3,Others,1354.3999999999999
13423.0,2010-10-07,1,9.95,424,2,1,1,Others,9.95
13424.0,2010-09-16,2,31.85,445,1,1,1,Others,63.7
13425.0,2011-08-23,25,396.95,104,3,4,4,Loyal Customers,9923.75
13426.0,2011-04-15,7,115.3,234,3,2,3,Others,807.1
13427.0,2011-11-20,2,29.849999999999998,15,5,1,1,Others,59.699999999999996
13428.0,2011-11-29,105,302.15,6,5,5,4,Champions,31725.749999999996
13429.0,2011-10-10,1,12.75,56,4,1,1,Others,12.75
13430.0,2011-11-21,1,17.0,14,5,1,1,Others,17.0
13431.0,2011-10-03,15,258.3,63,4,3,4,Loyal Customers,3874.5
13432.0,2010-05-17,95,337.5,567,1,5,4,At Risk,32062.5
13433.0,2010-07-22,8,119.71000000000001,501,1,2,3,Others,957.6800000000001
13435.0,2011-11-15,38,168.92,20,5,4,3,Loyal Customers,6418.959999999999
13437.0,2011-11-15,41,775.25,20,5,4,5,Champions,31785.25
13439.0,2011-03-29,94,442.07,251,3,5,4,Loyal Customers,41554.58
13440.0,2010-10-12,12,95.25,419,2,3,2,At Risk,1143.0
13441.0,2010-10-04,4,71.19999999999999,427,2,2,2,Others,284.79999999999995
13442.0,2010-02-10,29,306.17,663,1,4,4,At Risk,8878.93
13443.0,2010-09-17,131,704.1800000000001,444,1,5,5,At Risk,92247.58
13444.0,2010-11-30,15,104.45,370,2,3,2,At Risk,1566.75
13446.0,2010-10-05,27,482.65000000000003,426,2,4,4,At Risk,13031.550000000001
13447.0,2011-11-06,7,106.75,29,4,2,2,Others,747.25
13448.0,2011-09-20,128,1863.11,76,4,5,5,Champions,238478.08
13451.0,2011-11-13,364,2324.87,22,5,5,5,Champions,846252.6799999999
13452.0,2011-03-25,2,590.0,255,3,1,5,Others,1180.0
13453.0,2011-06-27,8,141.65,161,3,2,3,Others,1133.2
13454.0,2010-03-08,5,22.05,637,1,2,1,Others,110.25
13455.0,2011-11-15,39,694.45,20,5,4,5,Champions,27083.550000000003
13456.0,2011-11-18,4,89.8,17,5,2,2,Others,359.2
13458.0,2011-11-16,17,282.6,19,5,3,4,Loyal Customers,4804.200000000001
13459.0,2010-03-25,13,186.75,620,1,3,3,At Risk,2427.75
13462.0,2011-04-01,8,127.85000000000001,248,3,2,3,Others,1022.8000000000001
13464.0,2011-10-12,22,379.45,54,4,3,4,Loyal Customers,8347.9
13465.0,2010-09-19,1,10.98,442,1,1,1,Others,10.98
13466.0,2011-06-08,5,120.55,180,3,2,3,Others,602.75
13467.0,2011-11-29,30,170.29,6,5,4,3,Loyal Customers,5108.7
13468.0,2011-12-02,173,3045.36,3,5,5,5,Champions,526847.28
13469.0,2010-02-24,1,19.9,649,1,1,1,Others,19.9
13471.0,2011-12-04,79,496.65,1,5,5,4,Champions,39235.35
13472.0,2010-06-02,2,37.2,551,1,1,1,Others,74.4
13473.0,2011-10-10,12,221.54,56,4,3,3,Loyal Customers,2658.48
13474.0,2011-04-17,95,416.22,232,3,5,4,Loyal Customers,39540.9
13475.0,2011-05-06,14,239.8,213,3,3,4,Loyal Customers,3357.2000000000003
13476.0,2011-06-14,33,832.85,174,3,4,5,Loyal Customers,27484.05
13477.0,2011-07-24,17,254.95000000000002,134,3,3,4,Loyal Customers,4334.150000000001
13478.0,2010-08-27,28,434.26,465,1,4,4,At Risk,12159.279999999999
13479.0,2011-05-23,6,90.19999999999999,196,3,2,2,Others,541.1999999999999
13480.0,2010-10-19,12,173.05,412,2,3,3,At Risk,2076.6000000000004
13481.0,2011-08-23,30,462.88,104,3,4,4,Loyal Customers,13886.4
13482.0,2010-03-22,3,45.400000000000006,623,1,1,1,Others,136.20000000000002
13484.0,2011-04-12,13,171.9,237,3,3,3,Loyal Customers,2234.7000000000003
13485.0,2011-04-20,32,540.82,229,3,4,5,Loyal Customers,17306.24
13486.0,2011-09-22,8,129.2,74,4,2,3,Others,1033.6
13487.0,2011-10-13,18,279.21,53,4,3,4,Loyal Customers,5025.78
13488.0,2011-11-22,93,1695.88,13,5,5,5,Champions,157716.84
13490.0,2010-02-23,7,134.45,650,1,2,3,Others,941.1499999999999
13491.0,2011-10-19,64,967.63,47,4,5,5,Champions,61928.32
13492.0,2011-07-26,9,143.1,132,3,3,3,Loyal Customers,1287.8999999999999
13493.0,2011-03-09,3,145.5,271,2,1,3,Others,436.5
13494.0,2011-02-01,2,20.4,307,2,1,1,Others,40.8
13496.0,2010-12-15,5,65.7,355,2,2,2,Others,328.5
13497.0,2010-12-06,6,125.25,364,2,2,3,Others,751.5
13498.0,2009-12-09,2,24.25,726,1,1,1,Others,48.5
13499.0,2011-04-28,1,19.9,221,3,1,1,Others,19.9
13500.0,2011-11-16,11,195.95,19,5,3,3,Loyal Customers,2155.45
13501.0,2011-02-24,21,337.61,284,2,3,4,At Risk,7089.81
13502.0,2011-03-10,3,49.6,270,2,1,1,Others,148.8
13503.0,2011-09-29,124,938.33,67,4,5,5,Champions,116352.92
13504.0,2011-10-06,3,35.45,60,4,1,1,Others,106.35000000000001
13505.0,2011-09-28,14,260.5,68,4,3,4,Loyal Customers,3647.0
13506.0,2011-01-27,15,222.46,312,2,3,3,At Risk,3336.9
13507.0,2011-09-02,26,416.6,94,3,4,4,Loyal Customers,10831.6
13508.0,2011-04-10,17,129.95,239,3,3,3,Loyal Customers,2209.1499999999996
13509.0,2011-07-13,1,15.0,145,3,1,1,Others,15.0
13510.0,2011-10-25,55,896.21,41,4,4,5,Champions,49291.55
13511.0,2010-02-01,2,51.900000000000006,672,1,1,2,Others,103.80000000000001
13512.0,2011-03-24,4,42.599999999999994,256,3,2,1,Others,170.39999999999998
13513.0,2011-08-05,2,25.25,122,3,1,1,Others,50.5
13514.0,2010-05-09,4,96.3,575,1,2,2,Others,385.2
13515.0,2011-07-14,8,128.04,144,3,2,3,Others,1024.32
13516.0,2011-11-18,10,154.25,17,5,3,3,Loyal Customers,1542.5
13517.0,2011-10-11,14,250.95,55,4,3,4,Loyal Customers,3513.2999999999997
13518.0,2011-09-15,4,77.8,81,4,2,2,Others,311.2
13519.0,2011-09-22,5,79.5,74,4,2,2,Others,397.5
13520.0,2011-10-12,18,942.1,54,4,3,5,Loyal Customers,16957.8
13521.0,2011-11-29,106,265.97,6,5,5,4,Champions,28192.820000000003
13523.0,2011-11-06,49,1133.25,29,4,4,5,Champions,55529.25
13524.0,2011-10-30,4,41.8,36,4,2,1,Others,167.2
13525.0,2011-11-25,1,23.9,10,5,1,1,Others,23.9
13526.0,2009-12-01,9,27.3,734,1,3,1,At Risk,245.70000000000002
13527.0,2011-11-06,171,1522.56,29,4,5,5,Champions,260357.75999999998
13530.0,2010-03-15,1,15.9,630,1,1,1,Others,15.9
13531.0,2011-05-18,30,518.57,201,3,4,4,Loyal Customers,15557.100000000002
13532.0,2011-11-06,61,155.26,29,4,4,3,Loyal Customers,9470.859999999999
13533.0,2011-06-10,47,153.53,178,3,4,3,Loyal Customers,7215.91
13534.0,2011-10-17,47,724.41,49,4,4,5,Champions,34047.27
13536.0,2011-12-04,39,319.1,1,5,4,4,Champions,12444.900000000001
13537.0,2010-10-10,6,90.45,421,2,2,2,Others,542.7
13538.0,2010-11-08,47,428.88,392,2,4,4,At Risk,20157.36
13539.0,2011-09-15,19,332.68,81,4,3,4,Loyal Customers,6320.92
13540.0,2010-08-29,16,246.19,463,1,3,4,At Risk,3939.04
13542.0,2010-11-28,256,2606.36,372,2,5,5,At Risk,667228.16
13543.0,2010-03-15,9,139.55,630,1,3,3,At Risk,1255.95
13544.0,2011-10-31,233,771.77,35,4,5,5,Champions,179822.41
13545.0,2010-11-14,43,225.77,386,2,4,3,At Risk,9708.11
13546.0,2011-11-27,62,359.42,8,5,5,4,Champions,22284.04
13547.0,2010-10-27,42,133.25,404,2,4,3,At Risk,5596.5
13548.0,2011-09-04,143,559.31,92,3,5,5,Loyal Customers,79981.32999999999
13549.0,2011-11-14,8,130.95,21,5,2,3,Others,1047.6
13550.0,2010-11-21,16,58.79,379,2,3,2,At Risk,940.64
13552.0,2011-06-13,9,160.55,175,3,3,3,Loyal Customers,1444.95
13553.0,2010-02-03,77,389.49,670,1,5,4,At Risk,29990.73
13554.0,2010-11-24,137,918.71,376,2,5,5,At Risk,125863.27
13555.0,2011-09-27,129,823.25,69,4,5,5,Champions,106199.25
13557.0,2010-09-10,14,207.10000000000002,451,1,3,3,At Risk,2899.4000000000005
13558.0,2011-12-04,127,400.25,1,5,5,4,Champions,50831.75
13560.0,2011-12-02,21,89.12,3,5,3,2,Loyal Customers,1871.52
13561.0,2011-05-08,126,529.17,211,3,5,4,Loyal Customers,66675.42
13562.0,2011-09-19,34,585.57,77,4,4,5,Champions,19909.38
13563.0,2011-09-16,32,377.34,80,4,4,4,Champions,12074.88
13564.0,2011-07-18,377,4910.21,140,3,5,5,Loyal Customers,1851149.17
13565.0,2011-11-20,21,107.17,15,5,3,2,Loyal Customers,2250.57
13566.0,2011-10-30,237,806.92,36,4,5,5,Champions,191240.03999999998
13567.0,2010-10-07,154,643.35,424,2,5,5,At Risk,99075.90000000001
13568.0,2011-06-19,41,169.45,169,3,4,3,Loyal Customers,6947.45
13569.0,2011-11-22,179,737.75,13,5,5,5,Champions,132057.25
13570.0,2011-04-10,11,50.65,239,3,3,2,Loyal Customers,557.15
13571.0,2011-11-27,244,1302.67,8,5,5,5,Champions,317851.48000000004
13572.0,2011-05-18,7,129.8,201,3,2,3,Others,908.6000000000001
13573.0,2011-10-20,55,290.81,46,4,4,4,Champions,15994.55
13574.0,2010-10-24,72,264.71999999999997,407,2,5,4,At Risk,19059.839999999997
13575.0,2011-07-29,1,15.9,129,3,1,1,Others,15.9
13576.0,2011-11-23,74,788.4,12,5,5,5,Champions,58341.6
13577.0,2011-07-14,35,548.72,144,3,4,5,Loyal Customers,19205.2
13578.0,2010-10-26,6,14.940000000000001,405,2,2,1,Others,89.64000000000001
13579.0,2011-11-25,19,262.25,10,5,3,4,Loyal Customers,4982.75
13580.0,2010-10-29,1,39.95,402,2,1,1,Others,39.95
13581.0,2011-02-03,19,97.18,305,2,3,2,At Risk,1846.42
13582.0,2010-11-15,1,17.0,385,2,1,1,Others,17.0
13583.0,2011-07-07,13,196.20100000000002,151,3,3,3,Loyal Customers,2550.6130000000003
13584.0,2011-02-06,66,235.5,302,2,5,4,At Risk,15543.0
13585.0,2010-06-27,3,47.5,526,1,1,1,Others,142.5
13586.0,2010-06-16,19,96.73,537,1,3,2,At Risk,1837.8700000000001
13587.0,2010-02-14,1,19.9,659,1,1,1,Others,19.9
13588.0,2011-11-11,4,63.19,24,5,2,2,Others,252.76
13589.0,2011-11-25,24,410.09,10,5,4,4,Champions,9842.16
13590.0,2011-05-24,104,841.11,195,3,5,5,Loyal Customers,87475.44
13591.0,2011-05-19,17,340.84999999999997,200,3,3,4,Loyal Customers,5794.45
13592.0,2011-05-10,4,55.599999999999994,209,3,2,2,Others,222.39999999999998
13593.0,2011-08-23,173,1757.06,104,3,5,5,Loyal Customers,303971.38
13594.0,2011-10-18,4,78.75,48,4,2,2,Others,315.0
13595.0,2010-07-11,118,549.5600000000001,512,1,5,5,At Risk,64848.08000000001
13596.0,2011-11-27,120,380.31,8,5,5,4,Champions,45637.2
13598.0,2011-10-23,72,319.29,43,4,5,4,Champions,22988.88
13599.0,2011-12-01,45,523.75,4,5,4,4,Champions,23568.75
13600.0,2011-01-31,17,98.0,308,2,3,2,At Risk,1666.0
13601.0,2011-10-25,107,406.23,41,4,5,4,Champions,43466.61
13602.0,2010-11-23,7,106.44,377,2,2,2,Others,745.0799999999999
13603.0,2011-11-13,11,76.5,22,5,3,2,Loyal Customers,841.5
13604.0,2010-02-19,4,136.89999999999998,654,1,2,3,Others,547.5999999999999
13605.0,2010-11-17,23,127.4,383,2,4,3,At Risk,2930.2000000000003
13606.0,2011-04-10,28,94.48,239,3,4,2,Loyal Customers,2645.44
13607.0,2011-10-30,74,522.49,36,4,5,4,Champions,38664.26
13608.0,2010-06-17,28,133.0,536,1,4,3,At Risk,3724.0
13609.0,2010-04-25,6,150.55,589,1,2,3,Others,903.3000000000001
13610.0,2011-11-27,309,1527.84,8,5,5,5,Champions,472102.56
13611.0,2011-09-11,64,574.9300000000001,85,3,5,5,Loyal Customers,36795.520000000004
13612.0,2010-03-17,12,210.07,628,1,3,3,At Risk,2520.84
13613.0,2010-09-13,20,316.04,448,1,3,4,At Risk,6320.8
13614.0,2011-11-15,169,1352.09,20,5,5,5,Champions,228503.21
13615.0,2011-01-25,93,1735.58,314,2,5,5,At Risk,161408.94
13616.0,2010-05-20,20,110.75,564,1,3,2,At Risk,2215.0
13617.0,2011-10-30,49,340.69,36,4,4,4,Champions,16693.81
13619.0,2010-06-13,42,182.49,540,1,4,3,At Risk,7664.58
13620.0,2010-06-29,1,14.850000000000001,524,1,1,1,Others,14.850000000000001
13622.0,2010-01-12,8,125.95,692,1,2,3,Others,1007.6
13623.0,2011-11-09,200,1207.34,26,5,5,5,Champions,241467.99999999997
13624.0,2010-11-16,4,58.55,384,2,2,2,Others,234.2
13625.0,2010-04-22,12,198.5,592,1,3,3,At Risk,2382.0
13626.0,2011-04-01,8,140.85,248,3,2,3,Others,1126.8
13627.0,2011-10-11,21,301.45,55,4,3,4,Loyal Customers,6330.45
13628.0,2010-02-01,7,97.80000000000001,672,1,2,2,Others,684.6000000000001
13629.0,2011-07-20,1,25.5,138,3,1,1,Others,25.5
13630.0,2011-06-21,12,26.150000000000002,167,3,3,1,Loyal Customers,313.8
13632.0,2011-10-28,61,501.77,38,4,4,4,Champions,30607.969999999998
13634.0,2011-11-06,215,1943.8400000000001,29,4,5,5,Champions,417925.60000000003
13635.0,2011-10-03,7,115.45,63,4,2,3,Others,808.15
13636.0,2011-11-03,13,225.85,32,4,3,3,Loyal Customers,2936.0499999999997
13637.0,2011-10-18,49,251.53,48,4,4,4,Champions,12324.97
13638.0,2011-11-24,1,25.5,11,5,1,1,Others,25.5
13641.0,2009-12-21,1,74.1,714,1,1,2,Others,74.1
13642.0,2011-05-08,96,349.88,211,3,5,4,Loyal Customers,33588.479999999996
13643.0,2011-09-02,17,263.91,94,3,3,4,Loyal Customers,4486.47
13644.0,2011-11-23,11,196.35,12,5,3,3,Loyal Customers,2159.85
13645.0,2011-08-11,1,19.9,116,3,1,1,Others,19.9
13646.0,2010-11-05,57,326.25,395,2,4,4,At Risk,18596.25
13647.0,2011-11-30,27,447.44,5,5,4,4,Champions,12080.88
13648.0,2010-11-04,20,278.45,396,2,3,4,At Risk,5569.0
13649.0,2010-12-08,54,452.90000000000003,362,2,4,4,At Risk,24456.600000000002
13650.0,2011-11-23,25,449.4,12,5,4,4,Champions,11235.0
13651.0,2011-11-04,9,151.55,31,4,3,3,Loyal Customers,1363.95
13652.0,2011-03-28,19,274.8,252,3,3,4,Loyal Customers,5221.2
13653.0,2010-08-09,1,15.9,483,1,1,1,Others,15.9
13654.0,2011-10-27,14,309.9,39,4,3,4,Loyal Customers,4338.599999999999
13655.0,2011-08-17,13,248.05,110,3,3,4,Loyal Customers,3224.65
13656.0,2011-06-28,28,213.65,160,3,4,3,Loyal Customers,5982.2
13657.0,2011-11-29,1,15.0,6,5,1,1,Others,15.0
13658.0,2011-11-30,33,538.25,5,5,4,4,Champions,17762.25
13659.0,2011-05-18,63,1011.14,201,3,5,5,Loyal Customers,63701.82
13660.0,2010-11-04,30,220.63,396,2,4,3,At Risk,6618.9
13661.0,2010-04-15,6,100.01,599,1,2,2,Others,600.0600000000001
13662.0,2011-09-15,38,649.04,81,4,4,5,Champions,24663.519999999997
13663.0,2011-06-13,19,362.5,175,3,3,4,Loyal Customers,6887.5
13665.0,2010-11-18,7,121.35,382,2,2,3,Others,849.4499999999999
13666.0,2011-10-10,16,77.45,56,4,3,2,Loyal Customers,1239.2
13667.0,2011-07-13,73,240.88,145,3,5,4,Loyal Customers,17584.239999999998
13668.0,2011-11-29,256,2607.44,6,5,5,5,Champions,667504.64
13669.0,2011-07-13,1,12.75,145,3,1,1,Others,12.75
13670.0,2011-09-25,1,16.5,71,4,1,1,Others,16.5
13671.0,2010-11-10,72,172.95,390,2,5,3,At Risk,12452.4
13672.0,2009-12-09,2,28.35,726,1,1,1,Others,56.7
13673.0,2011-11-21,54,261.12,14,5,4,4,Champions,14100.48
13674.0,2010-10-03,6,99.55,428,2,2,2,Others,597.3
13676.0,2010-06-18,6,63.25,535,1,2,2,Others,379.5
13677.0,2010-10-31,98,513.22,400,2,5,4,At Risk,50295.560000000005
13679.0,2010-08-03,44,222.11,489,1,4,3,At Risk,9772.84
13680.0,2011-10-31,282,1683.8500000000001,35,4,5,5,Champions,474845.7
13681.0,2011-11-22,11,98.57000000000001,13,5,3,2,Loyal Customers,1084.27
13682.0,2011-06-05,1,25.5,183,3,1,1,Others,25.5
13684.0,2011-02-27,93,342.94,281,2,5,4,At Risk,31893.42
13685.0,2011-10-17,13,5.930000000000001,49,4,3,1,Loyal Customers,77.09
13690.0,2011-10-11,2,45.8,55,4,1,1,Others,91.6
13691.0,2010-11-08,43,115.15,392,2,4,3,At Risk,4951.45
13692.0,2011-05-10,8,133.55,209,3,2,3,Others,1068.4
13693.0,2010-11-30,32,656.6,370,2,4,5,At Risk,21011.2
13694.0,2010-03-26,1,2.5,619,1,1,1,Others,2.5
13695.0,2011-11-08,6,93.0,27,5,2,2,Others,558.0
13698.0,2010-04-22,19,204.15,592,1,3,3,At Risk,3878.85
13699.0,2011-07-07,15,282.46999999999997,151,3,3,4,Loyal Customers,4237.049999999999
13700.0,2011-09-08,65,273.5,88,3,5,4,Loyal Customers,17777.5
13703.0,2010-10-20,25,147.34,411,2,4,3,At Risk,3683.5
13704.0,2011-11-17,15,250.8,18,5,3,4,Loyal Customers,3762.0
13705.0,2010-12-01,6,391.35,369,2,2,4,Others,2348.1000000000004
13706.0,2011-02-10,11,194.18,298,2,3,3,At Risk,2135.98
13707.0,2011-03-17,13,227.25,263,2,3,3,At Risk,2954.25
13708.0,2011-03-13,23,101.89,267,2,4,2,At Risk,2343.47
13709.0,2011-11-03,87,1450.1,32,4,5,5,Champions,126158.7
13711.0,2011-05-05,22,380.01,214,3,3,4,Loyal Customers,8360.22
13712.0,2010-04-08,8,120.04,606,1,2,3,Others,960.32
13713.0,2010-10-27,43,273.33,404,2,4,4,At Risk,11753.189999999999
13714.0,2010-08-31,28,150.55,461,1,4,3,At Risk,4215.400000000001
13715.0,2011-01-05,158,1209.42,334,2,5,5,At Risk,191088.36000000002
13716.0,2011-03-15,5,19.4,265,2,2,1,Others,97.0
13717.0,2011-10-14,15,249.68,52,4,3,4,Loyal Customers,3745.2000000000003
13718.0,2011-04-07,4,66.85,242,3,2,2,Others,267.4
13719.0,2011-11-06,93,720.94,29,4,5,5,Champions,67047.42
13720.0,2011-06-14,3,48.4,174,3,1,1,Others,145.2
13721.0,2011-11-03,3,53.2,32,4,1,2,Others,159.60000000000002
13723.0,2010-11-12,19,186.56,388,2,3,3,At Risk,3544.64
13724.0,2010-03-12,34,156.36,633,1,4,3,At Risk,5316.240000000001
13725.0,2011-06-23,20,357.4,165,3,3,4,Loyal Customers,7148.0
13727.0,2010-04-07,52,559.89,607,1,4,5,At Risk,29114.28
13728.0,2011-11-03,68,1115.31,32,4,5,5,Champions,75841.08
13729.0,2010-09-30,7,117.95,431,1,2,3,Others,825.65
13730.0,2011-07-27,6,100.4,131,3,2,2,Others,602.4000000000001
13731.0,2011-05-04,7,110.9,215,3,2,2,Others,776.3000000000001
13733.0,2010-10-25,3,39.8,406,2,1,1,Others,119.39999999999999
13734.0,2010-07-19,17,66.7,504,1,3,2,At Risk,1133.9
13735.0,2011-11-15,169,1874.8,20,5,5,5,Champions,316841.2
13736.0,2011-03-24,277,1598.26,256,3,5,5,Loyal Customers,442718.02
13737.0,2011-05-23,18,93.57,196,3,3,2,Loyal Customers,1684.2599999999998
13738.0,2010-11-08,74,278.07,392,2,5,4,At Risk,20577.18
13740.0,2010-10-20,17,290.73,411,2,3,4,At Risk,4942.41
13741.0,2011-09-29,11,207.7,67,4,3,3,Loyal Customers,2284.7
13742.0,2011-11-23,190,1342.89,12,5,5,5,Champions,255149.1
13744.0,2011-09-05,8,60.25,91,3,2,2,Others,482.0
13745.0,2010-06-11,1,17.0,542,1,1,1,Others,17.0
13746.0,2010-10-22,1,12.75,409,2,1,1,Others,12.75
13748.0,2011-09-05,7,156.95,91,3,2,3,Others,1098.6499999999999
13750.0,2011-10-17,18,286.0,49,4,3,4,Loyal Customers,5148.0
13751.0,2011-02-24,4,19.75,284,2,2,1,Others,79.0
13752.0,2011-08-07,24,249.95,120,3,4,4,Loyal Customers,5998.799999999999
13754.0,2010-09-28,2,49.849999999999994,433,1,1,1,Others,99.69999999999999
13755.0,2011-11-30,208,993.75,5,5,5,5,Champions,206700.0
13756.0,2011-05-18,87,716.04,201,3,5,5,Loyal Customers,62295.479999999996
13757.0,2010-02-03,4,17.05,670,1,2,1,Others,68.2
13758.0,2011-11-01,37,688.51,34,4,4,5,Champions,25474.87
13759.0,2011-09-29,3,61.9,67,4,1,2,Others,185.7
13760.0,2011-10-16,57,274.35,50,4,4,4,Champions,15637.95
13761.0,2011-10-20,20,267.33,46,4,3,4,Loyal Customers,5346.599999999999
13764.0,2011-09-30,148,1075.2,66,4,5,5,Champions,159129.6
13765.0,2010-02-24,4,73.301,649,1,2,2,Others,293.204
13766.0,2010-08-01,4,23.85,491,1,2,1,Others,95.4
13767.0,2011-04-08,9,162.25,241,3,3,3,Loyal Customers,1460.25
13768.0,2009-12-13,4,76.05000000000001,722,1,2,2,Others,304.20000000000005
13769.0,2011-11-02,53,757.88,33,4,4,5,Champions,40167.64
13770.0,2010-09-29,29,182.76,432,1,4,3,At Risk,5300.04
13771.0,2011-10-06,15,279.6,60,4,3,4,Loyal Customers,4194.0
13772.0,2011-11-06,381,1928.42,29,4,5,5,Champions,734728.02
13773.0,2010-11-08,3,37.3,392,2,1,1,Others,111.89999999999999
13774.0,2011-09-19,2,30.85,77,4,1,1,Others,61.7
13775.0,2010-04-28,17,121.1,586,1,3,3,At Risk,2058.7
13776.0,2010-10-07,2,623.98,424,2,1,5,Others,1247.96
13777.0,2011-02-02,10,46.68,306,2,3,1,At Risk,466.8
13778.0,2010-08-05,12,198.61,487,1,3,3,At Risk,2383.32
13779.0,2010-07-12,26,141.13,511,1,4,3,At Risk,3669.38
13780.0,2011-12-02,63,257.54,3,5,5,4,Champions,16225.02
13781.0,2011-04-03,29,308.49,246,3,4,4,Loyal Customers,8946.210000000001
13782.0,2011-11-27,184,1258.15,8,5,5,5,Champions,231499.6
13784.0,2010-10-01,4,35.6,430,1,2,1,Others,142.4
13785.0,2010-10-07,16,280.59000000000003,424,2,3,4,At Risk,4489.4400000000005
13786.0,2010-04-11,24,96.95,603,1,4,2,At Risk,2326.8
13787.0,2011-09-25,19,196.85,71,4,3,3,Loyal Customers,3740.15
13788.0,2010-07-22,1,3.75,501,1,1,1,Others,3.75
13792.0,2011-10-04,3,57.9,62,4,1,2,Others,173.7
13794.0,2010-06-11,3,46.379999999999995,542,1,1,1,Others,139.14
13795.0,2010-11-16,3,43.5,384,2,1,1,Others,130.5
13796.0,2010-07-28,3,36.349999999999994,495,1,1,1,Others,109.04999999999998
13797.0,2010-09-29,21,371.57,432,1,3,4,At Risk,7802.97
13798.0,2011-11-13,42,142.04,22,5,4,3,Loyal Customers,5965.679999999999
13799.0,2011-08-15,10,160.1,112,3,3,3,Loyal Customers,1601.0
13800.0,2011-02-03,2,45.4,305,2,1,1,Others,90.8
13801.0,2011-10-04,6,89.6,62,4,2,2,Others,537.5999999999999
13802.0,2011-03-30,24,373.57,250,3,4,4,Loyal Customers,8965.68
13803.0,2011-03-29,10,146.6,251,3,3,3,Loyal Customers,1466.0
13804.0,2011-11-09,16,280.7,26,5,3,4,Loyal Customers,4491.2
13806.0,2011-10-07,1,12.5,59,4,1,1,Others,12.5
13807.0,2010-12-07,19,284.4,363,2,3,4,At Risk,5403.599999999999
13808.0,2011-12-04,11,251.0,1,5,3,4,Loyal Customers,2761.0
13809.0,2011-02-07,13,128.6,301,2,3,3,At Risk,1671.8
13810.0,2011-11-11,3,633.4,24,5,1,5,Others,1900.1999999999998
13811.0,2011-06-09,3,294.75,179,3,1,4,Others,884.25
13812.0,2011-10-28,5,86.9,38,4,2,2,Others,434.5
13813.0,2011-10-31,17,409.9,35,4,3,4,Loyal Customers,6968.299999999999
13814.0,2011-09-08,7,131.1,88,3,2,3,Others,917.6999999999999
13815.0,2011-06-20,19,542.5,168,3,3,5,Loyal Customers,10307.5
13816.0,2011-11-16,3,73.85000000000001,19,5,1,2,Others,221.55
13817.0,2011-11-10,2,54.0,25,5,1,2,Others,108.0
13819.0,2011-01-24,2,47.0,315,2,1,1,Others,94.0
13820.0,2010-10-17,54,388.26,414,2,4,4,At Risk,20966.04
13821.0,2011-07-18,160,1111.53,140,3,5,5,Loyal Customers,177844.8
13822.0,2011-10-30,29,115.44,36,4,4,3,Loyal Customers,3347.7599999999998
13823.0,2011-09-09,46,864.79,87,3,4,5,Loyal Customers,39780.34
